Title,Description,Author,Rating,Num Ratings,Price,Language,Length,Cover Image,URL
Iron Flame (Part 1 of 2) (Dramatized Adaptation),"The Empyrean, Book 2","By:
                                    Rebecca Yarros",5 out of 5 stars,"By:
                                    Rebecca Yarros","Regular price: 

                    $27.51
                

                    or 1 credit","Language:
                                      English",11 hrs and 38 mins,https://m.media-amazon.com/images/I/61oIkRRGSdL._SL500_.jpg,https://www.audible.com/pd/Iron-Flame-Part-1-of-2-Dramatized-Adaptation-Audiobook/B0CYJN13ZH?qid=1746635685&sr=1-189&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_39
Crown of Midnight,"Throne of Glass, Book 2","By:
                                    Sarah J. Maas",5 out of 5 stars,"By:
                                    Sarah J. Maas","Regular price: 

                    $25.00
                

                    or 1 credit","Language:
                                      English",12 hrs and 43 mins,https://m.media-amazon.com/images/I/41ce0C8nxoL._SL500_.jpg,https://www.audible.com/pd/Crown-of-Midnight-Audiobook/1547607556?qid=1746635685&sr=1-190&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_40
Katabasis,A Novel,"By:
                                    R. F. Kuang",0 out of 5 stars,"By:
                                    R. F. Kuang","Regular price: 

                    $25.19
                

                    or 1 credit","Language:
                                      English",12 hrs,https://m.media-amazon.com/images/I/51IZq3OFz0L._SL500_.jpg,https://www.audible.com/pd/Katabasis-Audiobook/B0DPJH7WXZ?qid=1746635685&sr=1-191&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_41
Kane Unchained,"Wolfwere Series, Book 4","By:
                                    Dick Wybrow",0 out of 5 stars,"By:
                                    Dick Wybrow","Regular price: 

                    $33.90
                

                    or 1 credit","Language:
                                      English",10 hrs and 49 mins,https://m.media-amazon.com/images/I/51b64V-0AjL._SL500_.jpg,https://www.audible.com/pd/Kane-Unchained-Audiobook/B0F46PZXJC?qid=1746635685&sr=1-193&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_43
The Devils,"The Devils, Book 1","By:
                                    Joe Abercrombie",0 out of 5 stars,"By:
                                    Joe Abercrombie","Regular price: 

                    $21.78
                

                    or 1 credit","Language:
                                      English",25 hrs and 7 mins,https://m.media-amazon.com/images/I/51awzRd0uOL._SL500_.jpg,https://www.audible.com/pd/The-Devils-Audiobook/B0CXY69BBB?qid=1746635685&sr=1-195&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_45
The Scarlet Wolf: A Blood Magic Lycanthrope LitRPG,"Wolf of the Blood Moon, Book 1","By:
                                    Shane Purdy",5 out of 5 stars,"By:
                                    Shane Purdy","Regular price: 

                    $49.90
                

                    or 1 credit","Language:
                                      English",17 hrs and 47 mins,https://m.media-amazon.com/images/I/51XztoIzMtL._SL500_.jpg,https://www.audible.com/pd/The-Scarlet-Wolf-A-Blood-Magic-Lycanthrope-LitRPG-Audiobook/B0F35D5W41?qid=1746635685&sr=1-197&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_47
Batman: Revolution,"Batman, Book 2","By:
                                    John Jackson Miller",0 out of 5 stars,"By:
                                    John Jackson Miller","Regular price: 

                    $24.30
                

                    or 1 credit","Language:
                                      English",15 hrs,https://m.media-amazon.com/images/I/518n5zvuVxL._SL500_.jpg,https://www.audible.com/pd/Batman-Revolution-Audiobook/B0DY96LY1Y?qid=1746635685&sr=1-198&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_48
My Best Friend Is an Eldritch Horror: Books 1-6,A LitRPG Adventure,"By:
                                    Actus",4.5 out of 5 stars,"By:
                                    Actus","Regular price: 

                    $29.95
                

                    or 1 credit","Language:
                                      English",70 hrs and 48 mins,https://m.media-amazon.com/images/I/61xLALi64XL._SL500_.jpg,https://www.audible.com/pd/My-Best-Friend-Is-an-Eldritch-Horror-Books-1-6-Audiobook/B0D9WK2ZCG?qid=1746635685&sr=1-199&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_49
Chilling Reflections,"Villains' Code, Book 3","By:
                                    Drew Hayes",0 out of 5 stars,"By:
                                    Drew Hayes","Regular price: 

                    $31.49
                

                    or 1 credit","Language:
                                      English",34 hrs,https://m.media-amazon.com/images/I/41pmW59QnIL._SL500_.jpg,https://www.audible.com/pd/Chilling-Reflections-Audiobook/B0DDMZ53XM?qid=1746635685&sr=1-200&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=5N363DB6TD57174E4HVE&plink=wRCug6Yzr2DlH8xt&pageLoadId=FcE3D42mSerfXOVK&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_4_50
Emerita Divided,"Luck's Voice, Book 8","By:
                                    Daniel Schinhofen",5 out of 5 stars,"By:
                                    Daniel Schinhofen","Regular price: 

                    $24.95
                

                    or 1 credit","Language:
                                      English",10 hrs and 23 mins,https://m.media-amazon.com/images/I/51gAamGTYdL._SL500_.jpg,https://www.audible.com/pd/Emerita-Divided-Audiobook/B0F5JG83PK?qid=1746635687&sr=1-202&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_2
Quicksilver,"The Fae & Alchemy Series, Book 1","By:
                                    Callie Hart",5 out of 5 stars,"By:
                                    Callie Hart","Regular price: 

                    $34.40
                

                    or 1 credit","Language:
                                      English",20 hrs and 41 mins,https://m.media-amazon.com/images/I/51Rv94ClJjL._SL500_.jpg,https://www.audible.com/pd/Quicksilver-Audiobook/B0DBJ8Y2K1?qid=1746635687&sr=1-203&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_3
Fae and Fare,"The Wandering Inn, Book 2","By:
                                    pirateaba",5 out of 5 stars,"By:
                                    pirateaba","Regular price: 

                    $41.99
                

                    or 1 credit","Language:
                                      English",61 hrs and 4 mins,https://m.media-amazon.com/images/I/51xoGrB4cHL._SL500_.jpg,https://www.audible.com/pd/Fae-and-Fare-Audiobook/1774241544?qid=1746635687&sr=1-204&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_4
Brigands & Breadknives,Legends & Lattes,"By:
                                    Travis Baldree",0 out of 5 stars,"By:
                                    Travis Baldree","Regular price: 

                    $20.24
                

                    or 1 credit","Language:
                                      English",11 hrs and 18 mins,https://m.media-amazon.com/images/I/51j9JLq-xvL._SL500_.jpg,https://www.audible.com/pd/Brigands-Breadknives-Audiobook/B0DVBMNB9H?qid=1746635687&sr=1-206&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_6
The Runic Artist,Blank Canvas,"By:
                                    Ellake",4.5 out of 5 stars,"By:
                                    Ellake","Regular price: 

                    $49.90
                

                    or 1 credit","Language:
                                      English",16 hrs and 4 mins,https://m.media-amazon.com/images/I/51QlastAe+L._SL500_.jpg,https://www.audible.com/pd/The-Runic-Artist-Audiobook/B0DDM4D2LP?qid=1746635687&sr=1-207&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_7
The Stubborn Skill-Grinder in a Time Loop,A LitRPG Adventure,"By:
                                    X-RHODEN-X",0 out of 5 stars,"By:
                                    X-RHODEN-X","Regular price: 

                    $29.95
                

                    or 1 credit","Language:
                                      English",24 hrs and 36 mins,https://m.media-amazon.com/images/I/514uXF2axhL._SL500_.jpg,https://www.audible.com/pd/The-Stubborn-Skill-Grinder-in-a-Time-Loop-Audiobook/B0F45BX5RJ?qid=1746635687&sr=1-208&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_8
A Clash of Kings,"A Song of Ice and Fire, Book 2","By:
                                    George R.R. Martin",5 out of 5 stars,"By:
                                    George R.R. Martin","Regular price: 

                    $40.50
                

                    or 1 credit","Language:
                                      English",37 hrs and 12 mins,https://m.media-amazon.com/images/I/51QaQpoSUCL._SL500_.jpg,https://www.audible.com/pd/A-Clash-of-Kings-Audiobook/B002UZKIBO?qid=1746635687&sr=1-209&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_9
This Inevitable Ruin,"Dungeon Crawler Carl, Book 7","By:
                                    Matt Dinniman",5 out of 5 stars,"By:
                                    Matt Dinniman","Regular price: 

                    $49.95
                

                    or 1 credit","Language:
                                      English",28 hrs and 40 mins,https://m.media-amazon.com/images/I/51rtjss07uL._SL500_.jpg,https://www.audible.com/pd/This-Inevitable-Ruin-Audiobook/B0DK282SYV?qid=1746635687&sr=1-210&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_10
A Court of Wings and Ruin (1 of 3) [Dramatized Adaptation],"A Court of Thorns and Roses, Book 3","By:
                                    Sarah J. Maas",5 out of 5 stars,"By:
                                    Sarah J. Maas","Regular price: 

                    $17.19
                

                    or 1 credit","Language:
                                      English",6 hrs and 11 mins,https://m.media-amazon.com/images/I/51TsSCZLoZL._SL500_.jpg,https://www.audible.com/pd/A-Court-of-Wings-and-Ruin-1-of-3-Dramatized-Adaptation-Audiobook/B0B75TMRQF?qid=1746635687&sr=1-212&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_12
Rhino: The Rise of a Warrior,Hell Divers Series,"By:
                                    Nicholas Sansbury Smith",5 out of 5 stars,"By:
                                    Nicholas Sansbury Smith","Regular price: 

                    $17.47
                

                    or 1 credit","Language:
                                      English",12 hrs and 57 mins,https://m.media-amazon.com/images/I/51JXVjKYJVL._SL500_.jpg,https://www.audible.com/pd/Rhino-The-Rise-of-a-Warrior-Audiobook/B0DKTXRLDD?qid=1746635687&sr=1-213&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_13
Rising Reign,"The Wolves of Crescent Creek, Book 3","By:
                                    Tessa Hale",0 out of 5 stars,"By:
                                    Tessa Hale","Regular price: 

                    $13.90
                

                    or 1 credit","Language:
                                      English",2 mins,https://m.media-amazon.com/images/I/51U1y8VbiyL._SL500_.jpg,https://www.audible.com/pd/Rising-Reign-Audiobook/B0F6DFQZ7P?qid=1746635687&sr=1-214&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_14
The Will of the Many,"Hierarchy, Book 1","By:
                                    James Islington",5 out of 5 stars,"By:
                                    James Islington","Regular price: 

                    $49.95
                

                    or 1 credit","Language:
                                      English",28 hrs and 14 mins,https://m.media-amazon.com/images/I/51w781hjJSL._SL500_.jpg,https://www.audible.com/pd/The-Will-of-the-Many-Audiobook/B0BXTL5Y9C?qid=1746635687&sr=1-215&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_15
Last Witch Attempt,"Wicked Witches of the Midwest, Book 26","By:
                                    Amanda M. Lee",5 out of 5 stars,"By:
                                    Amanda M. Lee","Regular price: 

                    $19.95
                

                    or 1 credit","Language:
                                      English",9 hrs and 39 mins,https://m.media-amazon.com/images/I/51b-Psf-smL._SL500_.jpg,https://www.audible.com/pd/Last-Witch-Attempt-Audiobook/B0F67GY7MZ?qid=1746635687&sr=1-216&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_16
Elliot,"The Exiles, Book 1","By:
                                    Terry Schott",0 out of 5 stars,"By:
                                    Terry Schott","Regular price: 

                    $33.90
                

                    or 1 credit","Language:
                                      English",10 hrs and 5 mins,https://m.media-amazon.com/images/I/41meFb854cL._SL500_.jpg,https://www.audible.com/pd/Elliot-Audiobook/B0F3GKWTWV?qid=1746635687&sr=1-217&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_17
A Court of Mist and Fury (Part 2 of 2) (Dramatized Adaptation),"A Court of Thorns and Roses, Book 2","By:
                                    Sarah J. Maas",5 out of 5 stars,"By:
                                    Sarah J. Maas","Regular price: 

                    $17.19
                

                    or 1 credit","Language:
                                      English",8 hrs and 23 mins,https://m.media-amazon.com/images/I/51ZU9xsE2uL._SL500_.jpg,https://www.audible.com/pd/A-Court-of-Mist-and-Fury-Part-2-of-2-Dramatized-Adaptation-Audiobook/B0B358HP4C?qid=1746635687&sr=1-219&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_19
The Fellowship of the Ring,"Lord of the Rings, Book 1","By:
                                    J. R. R. Tolkien",5 out of 5 stars,"By:
                                    J. R. R. Tolkien","Regular price: 

                    $25.79
                

                    or 1 credit","Language:
                                      English",22 hrs and 38 mins,https://m.media-amazon.com/images/I/51YHc7SK5HL._SL500_.jpg,https://www.audible.com/pd/The-Fellowship-of-the-Ring-Audiobook/1705047572?qid=1746635687&sr=1-220&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_20
The Ashes and the Star-Cursed King,"Crowns of Nyaxia, Book 2","By:
                                    Carissa Broadbent",4.5 out of 5 stars,"By:
                                    Carissa Broadbent","Regular price: 

                    $25.00
                

                    or 1 credit","Language:
                                      English",19 hrs and 27 mins,https://m.media-amazon.com/images/I/51oue-xMpiL._SL500_.jpg,https://www.audible.com/pd/The-Ashes-and-the-Star-Cursed-King-Audiobook/B0C2QQG8JJ?qid=1746635687&sr=1-221&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_21
Apocalypse Healer: A LitRPG Adventure,"Apocalypse Healer, Book 1","By:
                                    HideousGrain",4.5 out of 5 stars,"By:
                                    HideousGrain","Regular price: 

                    $24.95
                

                    or 1 credit","Language:
                                      English",14 hrs and 48 mins,https://m.media-amazon.com/images/I/51xnwdcwwmL._SL500_.jpg,https://www.audible.com/pd/Apocalypse-Healer-A-LitRPG-Adventure-Audiobook/B0F2TTD3LL?qid=1746635687&sr=1-222&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_22
Age of Conquest,"Rise of Mankind, Book 8","By:
                                    Jez Cajiao",0 out of 5 stars,"By:
                                    Jez Cajiao","Regular price: 

                    $30.09
                

                    or 1 credit","Language:
                                      English",30 hrs,https://m.media-amazon.com/images/I/411vP6ApyML._SL500_.jpg,https://www.audible.com/pd/Age-of-Conquest-Audiobook/B0DYGH4XK6?qid=1746635687&sr=1-223&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_23
Empire of the Dawn,"Empire of the Vampire, Book 3","By:
                                    Jay Kristoff",0 out of 5 stars,"By:
                                    Jay Kristoff","Regular price: 

                    $24.74
                

                    or 1 credit","Language:
                                      English",14 hrs and 24 mins,https://m.media-amazon.com/images/I/5148sxAAoRL._SL500_.jpg,https://www.audible.com/pd/Empire-of-the-Dawn-Audiobook/B0DZJ3GFHM?qid=1746635687&sr=1-224&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_24
A Court of Mist and Fury (Part 1 of 2) (Dramatized Adaptation),A Court of Thorns and Roses 2,"By:
                                    Sarah J. Maas",5 out of 5 stars,"By:
                                    Sarah J. Maas","Regular price: 

                    $17.19
                

                    or 1 credit","Language:
                                      English",8 hrs and 26 mins,https://m.media-amazon.com/images/I/51KuUJ8ZkrL._SL500_.jpg,https://www.audible.com/pd/A-Court-of-Mist-and-Fury-Part-1-of-2-Dramatized-Adaptation-Audiobook/B09YGG792Q?qid=1746635687&sr=1-227&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_27
Lucius: The Faultless Blade,"Warhammer 40,000 Series","By:
                                    Ian St. Martin",4.5 out of 5 stars,"By:
                                    Ian St. Martin","Regular price: 

                    $32.71
                

                    or 1 credit","Language:
                                      English",8 hrs and 52 mins,https://m.media-amazon.com/images/I/5132jqYp+tL._SL500_.jpg,https://www.audible.com/pd/Lucius-The-Faultless-Blade-Audiobook/B0F24X6W75?qid=1746635687&sr=1-230&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_30
Beneath the Cursed Veil,"Faeted Seasons, Book 1","By:
                                    Aurelia Jane, Kel Carpenter",4 out of 5 stars,"By:
                                    Aurelia Jane, Kel Carpenter","Regular price: 

                    $19.95
                

                    or 1 credit","Language:
                                      English",7 hrs and 40 mins,https://m.media-amazon.com/images/I/51EcuktFnaL._SL500_.jpg,https://www.audible.com/pd/Beneath-the-Cursed-Veil-Audiobook/B0F68KTN6C?qid=1746635687&sr=1-231&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_31
The Lost Reclaimed,"A Dark Fantasy LitRPG Adventure (The Grand Game, Book 8)","By:
                                    Tom Elliot",5 out of 5 stars,"By:
                                    Tom Elliot","Regular price: 

                    $61.25
                

                    or 1 credit","Language:
                                      English",22 hrs and 6 mins,https://m.media-amazon.com/images/I/41UBOy7yR9L._SL500_.jpg,https://www.audible.com/pd/The-Lost-Reclaimed-Audiobook/B0F3GQFPFC?qid=1746635687&sr=1-232&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_32
Stormwolf Summer,"Shifter Cub Camp, Book 1","By:
                                    Zoe Chant, Helen Kestrel",0 out of 5 stars,"By:
                                    Zoe Chant, Helen Kestrel","Regular price: 

                    $33.90
                

                    or 1 credit","Language:
                                      English",12 hrs and 48 mins,https://m.media-amazon.com/images/I/51xfT43-Y7L._SL500_.jpg,https://www.audible.com/pd/Stormwolf-Summer-Audiobook/B0F67M3D4B?qid=1746635687&sr=1-233&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_33
1% Lifesteal,A LitRPG Adventure,"By:
                                    Robert Blaise",4.5 out of 5 stars,"By:
                                    Robert Blaise","Regular price: 

                    $24.95
                

                    or 1 credit","Language:
                                      English",16 hrs and 36 mins,https://m.media-amazon.com/images/I/51YvqQFWY0L._SL500_.jpg,https://www.audible.com/pd/1-Lifesteal-Audiobook/B0DXLXLX9W?qid=1746635687&sr=1-234&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_34
The Wandering Inn,"The Wandering Inn, Book 1","By:
                                    pirateaba",4.5 out of 5 stars,"By:
                                    pirateaba","Regular price: 

                    $44.99
                

                    or 1 credit","Language:
                                      English",48 hrs and 7 mins,https://m.media-amazon.com/images/I/51TRDvbGAtL._SL500_.jpg,https://www.audible.com/pd/The-Wandering-Inn-Audiobook/1774240327?qid=1746635687&sr=1-236&ref_pageloadid=not_applicable&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=9CYPB5ZSBWX8ZD30MKKZ&plink=xZ5t6RxRpP2zJeJl&pageLoadId=dMT9zUnvVDzVYfCw&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c&ref=a_search_c3_lProduct_5_36
